best_dev_sent_f1,best_dev_act_f1,best_test_sent_f1,best_test_act_f1,best_dev_test_sent_f1,best_dev_test_act_f1,learning rate,l2,dropout,hidden_dim,batch size,num_base,stack_num,margin_coefficient
73.426,72.276,58.755,59.479,58.755,57.155,0.001,0.0,0.1,100,16,-1,5,5
67.432,71.582,56.037,60.656,55.313,59.661,0.001,0.0,0.1,128,16,-1,4,3
70.72,72.3,56.614,59.322,55.579,56.084,0.001,0.0,0.3,100,16,-1,2,5
67.156,75.016,56.507,59.835,56.455,57.632,0.001,0.0,0.2,100,16,-1,3,5
74.969,62.185,56.129,59.783,54.743,59.448,0.001,0.0,0.2,128,16,-1,2,3
71.515,74.009,57.339,62.365,57.339,57.252,0.001,0.0,0.3,100,16,-1,5,5
63.879,67.952,57.159,59.699,56.819,59.699,0.001,0.0,0.3,100,16,-1,1,5
67.296,71.82,58.319,59.652,55.625,57.953,0.001,0.0,0.2,128,16,-1,5,3
64.967,72.041,57.03,60.612,55.968,56.563,0.001,0.0,0.4,100,16,-1,3,5
67.795,74.041,56.941,60.877,56.816,55.014,0.001,0.0,0.3,100,16,-1,4,5
68.328,68.315,56.85,60.199,56.497,59.457,0.001,0.0,0.3,128,16,-1,3,3
59.207,68.09,52.687,57.039,52.687,56.597,0.001,0.0,0.5,100,16,-1,1,5
68.095,66.786,58.215,58.938,58.136,57.477,0.001,0.0,0.4,100,16,-1,2,5
71.232,74.894,56.157,59.492,54.2,57.461,0.001,0.0,0.4,128,16,-1,1,3
64.541,70.923,54.941,59.318,54.941,56.427,0.001,0.0,0.5,100,16,-1,4,5
72.024,70.753,56.515,58.938,56.419,57.928,0.001,0.0,0.4,100,16,-1,5,5
67.645,73.312,56.69,60.533,56.69,58.661,0.001,0.0,0.4,128,16,-1,4,3
64.167,70.184,56.585,61.275,56.295,58.703,0.001,0.0,0.1,128,16,-1,2,1
63.383,66.704,54.145,59.733,51.726,57.301,0.001,0.0,0.5,100,16,-1,3,5
60.038,68.192,51.44,60.267,51.44,59.461,0.001,0.0,0.5,128,16,-1,2,3
66.245,73.022,56.666,60.27,56.666,58.325,0.001,0.0,0.1,128,16,-1,5,1
68.745,72.059,55.796,60.541,55.602,59.718,0.001,0.0,0.1,128,16,-1,1,1
69.399,73.13,53.538,59.153,53.538,57.114,0.001,0.0,0.5,128,16,-1,5,3
65.962,70.185,58.336,59.67,56.205,59.133,0.001,0.0,0.2,128,16,-1,3,1
68.627,70.872,56.263,60.814,55.09,60.039,0.001,0.0,0.1,128,16,-1,4,1
71.314,67.128,56.729,59.601,56.171,59.227,0.001,0.0,0.3,128,16,-1,1,1
70.783,71.101,57.486,60.893,57.486,60.074,0.001,0.0,0.1,128,16,-1,3,4
62.565,72.813,55.989,60.477,55.989,57.373,0.001,0.0,0.2,128,16,-1,2,1
67.232,70.818,54.94,60.92,54.249,60.92,0.001,0.0,0.2,128,16,-1,1,4
68.519,72.276,57.334,61.251,55.558,58.956,0.001,0.0,0.3,128,16,-1,4,1
68.027,74.134,58.504,60.314,55.703,58.052,0.001,0.0,0.2,128,16,-1,5,1
70.628,64.069,56.962,61.066,54.293,59.835,0.001,0.0,0.2,128,16,-1,4,4
65.644,73.06,55.128,60.329,53.337,58.345,0.001,0.0,0.4,128,16,-1,2,1
71.616,69.884,57.164,60.568,55.718,59.397,0.001,0.0,0.3,128,16,-1,3,1
67.544,71.15,56.397,59.732,54.397,59.03,0.001,0.0,0.3,128,16,-1,2,4
69.231,65.011,55.976,60.799,55.922,59.244,0.001,0.0,0.4,128,16,-1,5,1
69.785,74.332,56.217,60.253,55.365,57.612,0.001,0.0,0.4,128,16,-1,1,1
68.861,73.391,56.374,60.341,55.396,59.16,0.001,0.0,0.5,128,16,-1,3,1
70.608,65.273,57.487,59.866,57.487,58.764,0.001,0.0,0.3,128,16,-1,5,4
70.899,47.548,57.506,60.596,56.623,59.327,0.001,0.0,0.4,128,16,-1,4,1
68.545,71.091,55.231,60.532,54.888,59.284,0.001,0.0,0.1,128,16,-1,1,2
65.435,73.758,56.019,60.294,56.019,58.837,0.001,0.0,0.4,128,16,-1,3,4
67.141,66.475,55.324,59.932,55.324,59.73,0.001,0.0,0.5,128,16,-1,2,1
66.599,71.945,57.149,59.496,57.149,59.056,0.001,0.0,0.1,128,16,-1,4,2
61.174,67.556,52.058,60.048,50.785,59.839,0.001,0.0,0.5,128,16,-1,1,4
60.846,67.719,55.021,59.537,54.731,59.537,0.001,0.0,0.5,128,16,-1,5,1
72.027,71.119,55.8,60.046,55.8,59.358,0.001,0.0,0.2,128,16,-1,2,2
70.112,72.833,56.016,59.62,56.016,58.344,0.001,0.0,0.5,128,16,-1,4,4
64.61,66.458,56.154,59.916,56.154,59.501,0.001,0.0,0.1,128,16,-1,3,2
64.474,68.505,55.141,59.734,53.801,59.4,0.001,0.0,0.1,128,16,-1,2,5
64.339,69.469,57.772,59.407,55.733,58.474,0.001,0.0,0.2,128,16,-1,5,2
67.875,72.507,56.952,60.134,53.784,58.219,0.001,0.0,0.2,128,16,-1,1,2
68.303,68.554,57.657,60.386,56.914,60.386,0.001,0.0,0.3,128,16,-1,3,2
69.265,70.388,57.229,60.124,56.023,59.872,0.001,0.0,0.1,128,16,-1,5,5
71.499,71.482,55.714,60.303,54.748,60.193,0.001,0.0,0.2,128,16,-1,4,2
70.821,68.387,55.762,59.997,55.762,58.417,0.001,0.0,0.4,128,16,-1,1,2
69.048,69.319,56.941,59.56,56.941,58.626,0.001,0.0,0.2,128,16,-1,3,5
71.465,73.496,55.039,58.839,54.527,57.99,0.001,0.0,0.3,128,16,-1,2,2
68.145,68.612,56.467,60.014,56.34,60.014,0.001,0.0,0.4,128,16,-1,4,2
67.837,70.678,55.089,61.682,54.105,60.419,0.001,0.0,0.3,128,16,-1,1,5
71.784,71.035,57.68,60.564,57.075,59.813,0.001,0.0,0.3,128,16,-1,5,2
64.759,69.949,54.588,59.657,53.439,59.486,0.001,0.0,0.5,128,16,-1,2,2
68.94,73.187,55.153,61.103,54.872,58.991,0.001,0.0,0.3,128,16,-1,4,5
67.827,71.997,55.758,60.146,55.359,58.865,0.001,0.0,0.4,128,16,-1,3,2
62.02,73.785,53.544,60.359,53.307,57.967,0.001,0.0,0.5,128,16,-1,5,2
70.37,73.247,54.721,61.289,53.953,57.821,0.001,0.0,0.4,128,16,-1,2,5
61.33,73.811,54.43,59.703,54.43,59.092,0.001,0.0,0.5,128,16,-1,1,2
67.502,74.001,56.265,60.81,55.602,58.189,0.001,0.0,0.1,128,16,-1,3,3
70.089,67.776,55.518,60.057,54.837,59.19,0.001,0.0,0.4,128,16,-1,5,5
61.396,66.454,56.217,59.239,54.759,58.728,0.001,0.0,0.5,128,16,-1,4,2
66.823,43.912,54.949,60.756,54.949,59.442,0.001,0.0,0.2,128,16,-1,1,3
66.667,61.266,55.97,59.961,55.265,59.153,0.001,0.0,0.1,128,16,-1,2,3
63.333,70.805,54.484,60.113,54.484,59.073,0.001,0.0,0.5,128,16,-1,3,5
65.226,70.58,56.892,60.388,56.892,59.551,0.001,0.0,0.2,128,16,-1,4,3
70.479,47.771,55.132,60.679,55.132,58.959,0.001,0.0,0.1,256,16,-1,1,1
64.334,69.951,56.314,60.037,55.921,59.011,0.001,0.0,0.1,128,16,-1,5,3
67.694,69.41,57.049,60.09,55.562,58.623,0.001,0.0,0.3,128,16,-1,2,3
66.874,62.236,58.828,59.465,58.828,58.617,0.001,0.0,0.2,128,16,-1,3,3
66.245,72.538,56.592,60.349,56.381,59.35,0.001,0.0,0.1,256,16,-1,4,1
71.509,65.804,58.503,59.911,58.503,59.799,0.001,0.0,0.3,128,16,-1,5,3
68.935,74.114,55.698,60.074,54.896,57.932,0.001,0.0,0.3,128,16,-1,1,3
69.584,73.588,56.72,60.59,55.686,60.277,0.001,0.0,0.2,256,16,-1,2,1
66.667,74.947,56.023,60.873,54.491,59.988,0.001,0.0,0.4,128,16,-1,3,3
68.015,73.901,56.867,60.013,55.686,59.64,0.001,0.0,0.3,128,16,-1,4,3
66.87,64.528,57.535,60.335,57.535,58.951,0.001,0.0,0.2,256,16,-1,5,1
62.457,75.481,52.284,60.279,52.284,58.453,0.001,0.0,0.5,128,16,-1,1,3
70.493,71.818,55.577,60.569,54.692,58.671,0.001,0.0,0.4,128,16,-1,2,3
65.954,71.046,56.258,62.07,56.258,59.694,0.001,0.0,0.3,256,16,-1,3,1
65.385,75.25,54.293,59.82,53.13,58.996,0.001,0.0,0.5,128,16,-1,4,3
64.688,70.403,55.272,60.41,54.325,58.858,0.001,0.0,0.4,128,16,-1,5,3
67.5,71.431,56.71,60.219,56.653,58.804,0.001,0.0,0.4,256,16,-1,1,1
72.75,62.151,55.966,60.311,54.641,60.045,0.001,0.0,0.1,128,16,-1,2,4
67.998,73.002,54.931,59.704,54.931,59.704,0.001,0.0,0.5,128,16,-1,3,3
69.029,69.023,56.763,61.708,55.467,59.754,0.001,0.0,0.4,256,16,-1,4,1
70.914,66.488,55.791,60.925,55.04,59.318,0.001,0.0,0.1,128,16,-1,5,4
74.045,71.931,56.944,60.9,56.944,58.656,0.001,0.0,0.1,128,16,-1,1,4
69.94,73.168,56.747,61.169,56.747,61.12,0.001,0.0,0.5,256,16,-1,2,1
68.177,72.0,56.9,61.207,56.004,59.299,0.001,0.0,0.2,128,16,-1,3,4
70.737,73.514,55.671,61.634,54.353,58.826,0.001,0.0,0.1,128,16,-1,4,4
66.206,69.663,54.785,61.536,54.714,60.181,0.001,0.0,0.3,128,16,-1,1,4
65.682,69.248,57.257,60.197,57.257,58.63,0.001,0.0,0.5,256,16,-1,5,1
70.336,71.562,55.584,59.944,55.584,58.85,0.001,0.0,0.2,128,16,-1,2,4
70.777,73.73,55.982,60.533,54.876,58.919,0.001,0.0,0.3,128,16,-1,4,4
71.646,71.681,56.885,61.245,55.902,58.999,0.001,0.0,0.1,256,16,-1,3,2
64.444,63.037,56.513,59.714,54.762,59.302,0.001,0.0,0.2,128,16,-1,5,4
62.446,69.246,55.589,60.071,55.589,58.099,0.001,0.0,0.4,128,16,-1,2,4
64.659,71.182,55.499,61.027,55.499,58.985,0.001,0.0,0.2,256,16,-1,1,2
69.396,72.567,56.998,60.863,56.998,58.067,0.001,0.0,0.3,128,16,-1,3,4
73.96,69.937,55.305,60.154,54.526,58.468,0.001,0.0,0.4,128,16,-1,5,4
68.959,73.326,54.385,60.66,54.385,58.795,0.001,0.0,0.4,128,16,-1,1,4
70.175,76.046,56.737,60.575,56.737,56.897,0.001,0.0,0.2,256,16,-1,4,2
63.187,68.312,54.737,60.072,53.858,59.1,0.001,0.0,0.5,128,16,-1,3,4
70.783,62.732,56.338,59.879,54.582,58.872,0.001,0.0,0.4,128,16,-1,4,4
64.292,71.768,55.948,60.698,55.671,60.603,0.001,0.0,0.3,256,16,-1,2,2
67.727,66.039,54.043,60.073,53.851,59.614,0.001,0.0,0.1,128,16,-1,1,5
67.694,69.549,54.151,59.83,51.837,58.963,0.001,0.0,0.5,128,16,-1,2,4
69.583,70.201,56.493,61.716,55.238,59.693,0.001,0.0,0.3,256,16,-1,5,2
70.921,71.244,55.889,60.066,54.733,60.066,0.001,0.0,0.1,128,16,-1,4,5
67.884,69.421,53.907,58.832,53.566,58.794,0.001,0.0,0.5,128,16,-1,5,4
63.492,68.77,56.64,60.616,56.37,58.931,0.001,0.0,0.4,256,16,-1,3,2
71.419,71.121,55.389,60.445,54.728,60.445,0.001,0.0,0.2,128,16,-1,2,5
70.25,67.828,54.914,59.752,54.299,59.752,0.001,0.0,0.1,128,16,-1,3,5
62.584,70.975,54.494,61.63,53.285,60.324,0.001,0.0,0.5,256,16,-1,1,2
64.952,67.93,55.775,60.381,55.645,59.786,0.001,0.0,0.2,128,16,-1,1,5
68.544,72.367,56.69,60.662,54.636,59.4,0.001,0.0,0.2,128,16,-1,5,5
69.048,67.077,56.804,60.197,56.804,60.197,0.001,0.0,0.5,256,16,-1,4,2
60.769,71.3,56.595,60.246,56.595,57.991,0.001,0.0,0.3,128,16,-1,3,5
69.985,71.755,55.816,60.82,55.816,58.79,0.001,0.0,0.2,128,16,-1,4,5
64.402,70.857,57.826,60.691,57.826,59.421,0.001,0.0,0.1,256,16,-1,2,3
64.363,73.079,54.531,59.674,53.366,59.392,0.001,0.0,0.4,128,16,-1,1,5
70.112,73.16,55.908,59.935,54.89,58.403,0.001,0.0,0.3,128,16,-1,2,5
67.228,46.727,56.6,60.305,53.426,59.335,0.001,0.0,0.1,256,16,-1,5,3
71.077,73.766,56.319,60.305,56.319,59.162,0.001,0.0,0.4,128,16,-1,4,5
71.473,67.253,57.684,60.822,57.684,60.001,0.001,0.0,0.3,128,16,-1,5,5
63.086,73.404,52.741,59.82,52.741,56.99,0.001,0.0,0.5,128,16,-1,2,5
66.389,71.914,56.064,60.652,55.016,59.879,0.001,0.0,0.2,256,16,-1,3,3
68.627,73.097,54.736,60.719,54.736,59.203,0.001,0.0,0.4,128,16,-1,3,5
65.796,59.688,56.309,60.867,55.402,60.346,0.001,0.0,0.3,256,16,-1,1,3
62.99,71.745,52.177,60.331,52.028,58.037,0.001,0.0,0.5,128,16,-1,1,5
65.038,75.427,53.122,59.394,53.122,57.576,0.001,0.0,0.5,128,16,-1,5,5
64.333,72.51,53.952,58.683,53.952,57.487,0.001,0.0,0.5,128,16,-1,4,5
63.461,70.269,57.035,60.003,56.146,59.586,0.001,0.0,0.3,256,16,-1,4,3
67.32,55.31,55.064,60.512,54.282,59.557,0.001,0.0,0.1,256,16,-1,3,1
68.118,69.452,56.015,61.086,56.015,60.036,0.001,0.0,0.1,256,16,-1,2,1
64.877,50.058,54.009,60.278,52.354,60.203,0.001,0.0,0.2,256,16,-1,1,1
58.357,71.478,56.85,62.436,55.032,58.496,0.001,0.0,0.4,256,16,-1,2,3
70.628,73.844,55.308,60.722,54.354,56.663,0.001,0.0,0.1,256,16,-1,5,1
70.382,59.255,55.681,60.525,55.681,59.852,0.001,0.0,0.2,256,16,-1,4,1
66.799,70.766,55.962,61.114,55.962,60.891,0.001,0.0,0.4,256,16,-1,5,3
67.068,69.712,56.66,61.608,56.66,59.178,0.001,0.0,0.2,256,16,-1,3,1
69.57,70.093,56.862,61.577,55.226,59.458,0.001,0.0,0.3,256,16,-1,2,1
61.101,70.135,55.912,60.234,55.599,57.209,0.001,0.0,0.5,256,16,-1,3,3
67.376,74.064,55.019,60.227,55.013,58.877,0.001,0.0,0.3,256,16,-1,1,1
66.925,44.912,56.494,61.692,55.524,59.557,0.001,0.0,0.3,256,16,-1,5,1
64.752,69.924,56.507,59.827,56.507,58.975,0.001,0.0,0.1,256,16,-1,1,4
68.027,72.295,56.402,61.298,56.11,59.331,0.001,0.0,0.3,256,16,-1,4,1
65.917,58.924,56.817,60.925,55.998,59.956,0.001,0.0,0.4,256,16,-1,3,1
62.083,42.813,55.182,60.059,55.182,59.142,0.001,0.0,0.1,256,16,-1,4,4
69.677,73.299,58.058,61.13,56.401,57.95,0.001,0.0,0.4,256,16,-1,2,1
65.097,71.585,57.315,61.255,57.315,60.026,0.001,0.0,0.5,256,16,-1,1,1
66.919,71.196,57.846,61.058,55.661,59.156,0.001,0.0,0.2,256,16,-1,2,4
65.335,70.495,56.963,60.505,56.963,59.754,0.001,0.0,0.4,256,16,-1,5,1
72.353,73.641,57.125,60.284,55.948,56.995,0.001,0.0,0.5,256,16,-1,4,1
63.808,69.129,56.293,61.644,56.151,59.798,0.001,0.0,0.2,256,16,-1,5,4
69.182,73.951,57.154,60.782,57.154,59.427,0.001,0.0,0.5,256,16,-1,3,1
68.497,71.333,55.635,59.641,54.099,58.391,0.001,0.0,0.1,256,16,-1,2,2
67.293,68.419,55.524,59.735,54.99,59.468,0.001,0.0,0.1,256,16,-1,1,2
66.124,69.781,56.603,60.952,56.204,59.577,0.001,0.0,0.3,256,16,-1,3,4
68.67,59.532,54.951,59.488,54.951,59.348,0.001,0.0,0.1,256,16,-1,5,2
65.432,67.21,55.716,60.532,55.716,59.967,0.001,0.0,0.1,256,16,-1,4,2
64.702,68.768,55.487,60.588,55.487,60.588,0.001,0.0,0.4,256,16,-1,1,4
67.105,69.196,56.824,62.339,55.149,59.954,0.001,0.0,0.2,256,16,-1,3,2
65.766,69.403,56.897,60.914,55.967,60.142,0.001,0.0,0.2,256,16,-1,2,2
70.0,67.416,55.687,60.933,55.687,59.735,0.001,0.0,0.4,256,16,-1,4,4
63.339,65.091,56.002,61.34,55.266,59.116,0.001,0.0,0.3,256,16,-1,1,2
67.532,70.752,56.146,61.19,56.146,60.897,0.001,0.0,0.2,256,16,-1,5,2
63.11,71.634,54.872,61.738,54.872,59.795,0.001,0.0,0.5,256,16,-1,2,4
68.633,71.522,56.367,60.677,54.808,59.437,0.001,0.0,0.3,256,16,-1,4,2
67.677,65.914,57.275,60.248,54.056,59.991,0.001,0.0,0.3,256,16,-1,3,2
69.694,71.219,57.478,62.386,56.698,60.571,0.001,0.0,0.4,256,16,-1,2,2
67.099,69.305,54.956,60.892,54.073,59.54,0.001,0.0,0.5,256,16,-1,5,4
64.69,73.949,54.858,61.486,54.858,59.275,0.001,0.0,0.4,256,16,-1,1,2
66.061,47.735,56.534,61.403,56.534,60.799,0.001,0.0,0.4,256,16,-1,5,2
67.58,63.0,57.546,60.175,56.38,58.215,0.001,0.0,0.1,256,16,-1,3,5
66.874,57.006,56.708,60.369,55.938,59.915,0.001,0.0,0.4,256,16,-1,4,2
62.955,67.525,55.717,61.935,55.717,60.019,0.001,0.0,0.2,256,16,-1,1,5
68.627,73.436,54.814,61.016,54.814,57.321,0.001,0.0,0.5,256,16,-1,3,2
67.333,70.048,55.774,61.929,54.934,58.761,0.001,0.0,0.5,256,16,-1,2,2
67.998,68.929,57.486,59.959,54.95,57.434,0.001,0.0,0.1,256,16,-1,1,3
65.016,75.274,57.402,61.721,56.239,59.927,0.001,0.0,0.2,256,16,-1,4,5
67.048,72.071,57.076,60.885,57.076,59.271,0.001,0.0,0.5,256,16,-1,5,2
71.112,69.804,56.912,62.201,56.912,61.344,0.001,0.0,0.3,256,16,-1,2,5
69.76,69.6,55.994,61.413,55.994,59.971,0.001,0.0,0.1,256,16,-1,4,3
68.935,70.623,57.073,61.032,55.091,58.321,0.001,0.0,0.1,256,16,-1,3,3
63.69,71.775,57.01,61.57,55.614,58.234,0.001,0.0,0.3,256,16,-1,5,5
67.126,72.249,58.259,60.612,58.259,58.55,0.001,0.0,0.2,256,16,-1,2,3
67.099,70.614,55.933,59.503,54.655,58.472,0.001,0.0,0.2,256,16,-1,1,3
68.382,70.605,57.447,60.957,57.447,60.526,0.001,0.0,0.4,256,16,-1,3,5
68.602,71.354,55.152,60.295,55.026,59.299,0.001,0.0,0.2,256,16,-1,5,3
67.146,69.983,53.883,60.157,53.26,59.398,0.001,0.0,0.5,256,16,-1,1,5
61.772,71.98,56.441,60.918,54.615,59.737,0.001,0.0,0.2,256,16,-1,4,3
68.864,72.058,57.278,60.578,57.254,58.03,0.001,0.0,0.3,256,16,-1,3,3
60.32,70.858,53.02,59.311,51.83,57.986,0.001,0.0,0.5,256,16,-1,4,5
65.591,71.767,55.176,61.221,53.844,60.576,0.001,0.0,0.3,256,16,-1,2,3
67.51,70.75,55.117,60.714,54.631,59.636,0.001,0.0,0.4,256,16,-1,1,3
66.614,57.709,56.137,59.78,55.741,58.902,0.001,0.0,0.1,512,16,-1,2,1
67.527,72.257,56.954,61.679,56.845,60.889,0.001,0.0,0.3,256,16,-1,5,3
71.241,72.983,56.647,60.657,56.647,57.081,0.001,0.0,0.4,256,16,-1,4,3
67.415,69.492,56.017,59.64,56.017,58.669,0.001,0.0,0.1,512,16,-1,5,1
67.136,71.979,57.925,61.315,57.12,58.502,0.001,0.0,0.4,256,16,-1,3,3
65.041,71.756,53.728,61.732,53.384,61.429,0.001,0.0,0.5,256,16,-1,2,3
64.715,71.595,56.123,59.789,55.026,55.449,0.001,0.0,0.2,512,16,-1,3,1
58.808,68.379,54.436,59.918,53.282,59.241,0.001,0.0,0.5,256,16,-1,1,3
65.517,71.484,55.618,60.246,55.618,57.978,0.001,0.0,0.3,512,16,-1,1,1
65.217,68.223,54.81,60.741,54.81,58.007,0.001,0.0,0.5,256,16,-1,5,3
62.009,68.185,54.437,59.373,54.128,59.094,0.001,0.0,0.5,256,16,-1,4,3
64.879,0.0,55.171,59.34,54.662,58.915,0.001,0.0,0.3,512,16,-1,4,1
67.878,68.658,56.731,60.873,56.731,58.5,0.001,0.0,0.1,256,16,-1,3,4
67.343,70.364,57.817,61.569,57.579,59.23,0.001,0.0,0.1,256,16,-1,2,4
66.419,0.0,54.274,59.957,53.564,59.957,0.001,0.0,0.4,512,16,-1,2,1
62.94,71.829,55.952,61.419,55.952,59.614,0.001,0.0,0.2,256,16,-1,1,4
64.027,66.687,54.17,60.692,54.17,58.669,0.001,0.0,0.1,256,16,-1,5,4
68.606,73.446,56.637,60.237,56.637,57.036,0.001,0.0,0.4,512,16,-1,5,1
61.467,70.286,57.054,61.225,54.465,59.48,0.001,0.0,0.2,256,16,-1,4,4
65.769,71.295,56.118,60.965,54.86,58.716,0.001,0.0,0.2,256,16,-1,3,4
69.275,71.637,56.964,62.352,56.964,59.159,0.001,0.0,0.3,256,16,-1,2,4
64.427,70.418,56.132,61.38,56.132,57.011,0.001,0.0,0.5,512,16,-1,3,1
62.489,71.889,56.336,60.72,56.326,58.815,0.001,0.0,0.3,256,16,-1,1,4
65.857,77.027,57.806,61.0,56.266,59.365,0.001,0.0,0.3,256,16,-1,5,4
69.841,68.732,55.911,58.704,55.911,58.028,0.001,0.0,0.1,512,16,-1,1,2
69.202,74.071,56.795,61.278,56.113,57.461,0.001,0.0,0.3,256,16,-1,4,4
63.842,68.155,55.925,61.004,55.925,59.218,0.001,0.0,0.4,256,16,-1,3,4
64.629,68.317,57.246,59.071,55.983,56.173,0.001,0.0,0.1,512,16,-1,4,2
67.544,70.202,55.995,61.598,55.661,60.279,0.001,0.0,0.4,256,16,-1,2,4
64.466,70.32,53.187,60.651,53.187,60.651,0.001,0.0,0.5,256,16,-1,1,4
66.22,67.728,55.062,59.785,53.546,58.497,0.001,0.0,0.2,512,16,-1,2,2
68.66,74.238,56.483,61.622,54.441,60.188,0.001,0.0,0.4,256,16,-1,5,4
59.413,66.691,53.241,60.271,53.241,59.688,0.001,0.0,0.5,256,16,-1,4,4
68.367,67.315,56.378,60.672,56.134,59.994,0.001,0.0,0.2,512,16,-1,5,2
60.416,68.119,53.705,61.109,53.705,59.292,0.001,0.0,0.5,256,16,-1,3,4
67.947,57.358,57.449,60.522,57.449,58.948,0.001,0.0,0.1,256,16,-1,2,5
64.81,69.235,55.616,59.848,55.616,56.631,0.001,0.0,0.3,512,16,-1,3,2
70.437,70.979,53.779,60.753,52.892,58.55,0.001,0.0,0.1,256,16,-1,1,5
67.752,65.38,54.151,60.305,52.88,60.305,0.001,0.0,0.4,512,16,-1,1,2
67.232,69.194,55.844,60.963,54.465,60.963,0.001,0.0,0.1,256,16,-1,5,5
68.175,69.743,55.776,60.54,53.703,58.553,0.001,0.0,0.1,256,16,-1,4,5
67.816,68.665,55.713,60.093,55.713,59.253,0.001,0.0,0.4,512,16,-1,4,2
66.984,70.295,55.794,61.136,55.755,58.592,0.001,0.0,0.2,256,16,-1,3,5
65.438,70.422,58.056,61.234,56.044,60.463,0.001,0.0,0.2,256,16,-1,2,5
66.275,66.816,55.941,61.148,55.941,61.148,0.001,0.0,0.5,512,16,-1,2,2
67.083,71.705,55.104,61.071,55.104,59.224,0.001,0.0,0.3,256,16,-1,1,5
69.751,68.841,57.075,61.176,56.326,59.717,0.001,0.0,0.2,256,16,-1,5,5
63.189,68.135,54.199,60.903,54.199,59.91,0.001,0.0,0.5,512,16,-1,5,2
69.667,69.48,56.138,61.091,56.138,59.528,0.001,0.0,0.3,256,16,-1,4,5
69.218,68.784,55.384,60.419,55.384,59.94,0.001,0.0,0.1,512,16,-1,3,3
67.576,69.657,57.311,61.788,56.57,58.617,0.001,0.0,0.3,256,16,-1,3,5
70.288,73.808,57.846,61.866,55.856,59.387,0.001,0.0,0.4,256,16,-1,2,5
64.416,70.743,55.94,61.005,55.94,57.944,0.001,0.0,0.2,512,16,-1,1,3
66.247,73.329,56.6,61.387,56.6,58.678,0.001,0.0,0.4,256,16,-1,1,5
57.404,71.028,55.14,61.024,52.572,59.067,0.001,0.0,0.4,256,16,-1,5,5
63.556,68.838,55.171,61.03,54.778,58.046,0.001,0.0,0.2,512,16,-1,4,3
66.343,70.138,54.275,61.887,54.275,61.864,0.001,0.0,0.4,256,16,-1,4,5
64.414,70.959,54.188,60.283,54.188,57.284,0.001,0.0,0.5,256,16,-1,3,5
60.692,65.548,56.229,59.822,56.229,58.948,0.001,0.0,0.3,512,16,-1,2,3
60.368,66.59,55.38,61.621,53.634,61.621,0.001,0.0,0.5,256,16,-1,2,5
64.188,68.649,54.765,59.575,54.048,58.199,0.001,0.0,0.1,512,16,-1,1,1
69.464,32.716,54.934,60.116,54.934,59.089,0.001,0.0,0.3,512,16,-1,5,3
63.333,70.624,54.287,61.024,54.287,59.074,0.001,0.0,0.5,256,16,-1,5,5
66.793,70.548,54.901,59.435,54.901,57.35,0.001,0.0,0.1,512,16,-1,4,1
63.157,44.257,56.542,60.18,54.722,60.18,0.001,0.0,0.4,512,16,-1,3,3
64.912,67.623,55.706,59.027,54.491,55.177,0.001,0.0,0.1,512,16,-1,3,1
67.117,64.765,55.72,60.798,55.672,58.27,0.001,0.0,0.2,512,16,-1,2,1
64.659,72.485,54.923,60.449,52.851,56.219,0.001,0.0,0.5,512,16,-1,1,3
59.826,69.305,54.923,59.611,54.325,58.573,0.001,0.0,0.2,512,16,-1,1,1
59.492,68.189,53.587,60.109,53.559,59.054,0.001,0.0,0.5,512,16,-1,4,3
68.638,70.425,56.429,60.047,55.422,59.576,0.001,0.0,0.2,512,16,-1,5,1
65.0,66.052,56.389,61.377,56.389,59.233,0.001,0.0,0.1,512,16,-1,2,4
67.901,68.673,56.43,59.67,56.43,58.164,0.001,0.0,0.2,512,16,-1,4,1
64.379,0.0,56.603,60.065,54.495,58.861,0.001,0.0,0.3,512,16,-1,3,1
68.178,69.218,55.385,60.283,55.385,57.609,0.001,0.0,0.3,512,16,-1,2,1
66.595,68.383,53.974,60.594,53.343,57.889,0.001,0.0,0.1,512,16,-1,5,4
68.182,70.256,56.529,60.474,56.529,58.982,0.001,0.0,0.4,512,16,-1,1,1
61.618,69.624,55.258,61.573,55.258,57.572,0.001,0.0,0.2,512,16,-1,3,4
68.432,67.735,56.315,59.095,56.315,57.901,0.001,0.0,0.3,512,16,-1,5,1
63.591,72.824,55.974,59.91,55.974,56.665,0.001,0.0,0.4,512,16,-1,4,1
71.33,68.382,55.925,60.094,55.865,60.094,0.001,0.0,0.3,512,16,-1,1,4
67.527,68.199,55.074,60.556,55.074,59.536,0.001,0.0,0.4,512,16,-1,3,1
69.022,66.979,55.147,59.874,55.147,59.753,0.001,0.0,0.5,512,16,-1,2,1
65.477,69.247,56.143,60.735,54.691,58.911,0.001,0.0,0.3,512,16,-1,4,4
68.506,69.019,55.265,60.324,55.265,58.679,0.001,0.0,0.5,512,16,-1,1,1
67.816,68.61,54.936,60.958,54.936,59.321,0.001,0.0,0.4,512,16,-1,2,4
66.831,69.382,55.694,60.3,55.694,59.398,0.001,0.0,0.5,512,16,-1,5,1
65.038,72.081,54.637,60.641,53.627,58.603,0.001,0.0,0.5,512,16,-1,4,1
65.857,69.582,54.783,60.704,54.783,60.395,0.001,0.0,0.4,512,16,-1,5,4
68.056,69.148,56.379,59.461,56.379,56.263,0.001,0.0,0.1,512,16,-1,3,2
