best_dev_sent_f1,best_dev_act_f1,best_test_sent_f1,best_test_act_f1,best_dev_test_sent_f1,best_dev_test_act_f1,learning rate,l2,dropout,hidden_dim,batch size,num_base,stack_num,margin_coefficient
64.615,71.173,53.676,61.031,53.414,59.432,0.001,1e-08,0.5,200,16,-1,2,5
68.011,74.404,55.224,59.294,55.224,56.837,0.001,1e-08,0.5,100,16,-1,3,1
71.61,76.029,56.223,61.886,55.974,57.556,0.001,1e-08,0.1,100,16,-1,1,1
68.421,71.988,56.888,59.25,56.888,55.243,0.001,1e-08,0.1,100,16,-1,1,2
68.889,72.145,55.408,61.025,55.408,58.886,0.001,1e-08,0.5,200,16,-1,5,5
72.092,72.504,55.059,60.073,54.651,56.429,0.001,1e-08,0.1,100,16,-1,4,1
71.333,75.549,57.029,59.766,57.029,55.666,0.001,1e-08,0.1,100,16,-1,4,2
73.182,75.007,55.975,60.511,55.975,54.946,0.001,1e-08,0.1,100,16,-1,3,1
70.099,72.278,56.876,59.657,56.853,58.084,0.001,1e-08,0.2,100,16,-1,2,1
68.804,71.158,56.728,60.371,56.244,55.335,0.001,1e-08,0.2,100,16,-1,2,2
70.894,72.469,57.051,60.645,56.067,56.797,0.001,1e-08,0.2,100,16,-1,1,1
67.532,73.892,56.487,60.75,56.487,54.796,0.001,1e-08,0.2,100,16,-1,5,1
72.304,75.603,56.665,61.193,56.576,55.513,0.001,1e-08,0.2,100,16,-1,5,2
71.074,70.344,56.061,60.601,55.965,56.307,0.001,1e-08,0.2,100,16,-1,4,1
74.074,71.976,57.24,60.448,56.132,55.392,0.001,1e-08,0.3,100,16,-1,3,1
70.576,70.958,57.72,60.365,55.998,57.906,0.001,1e-08,0.3,100,16,-1,3,2
69.804,71.244,57.195,60.305,57.195,55.778,0.001,1e-08,0.3,100,16,-1,2,1
68.011,74.264,56.386,60.094,56.386,56.772,0.001,1e-08,0.4,100,16,-1,1,1
66.0,71.358,56.826,59.916,54.315,56.493,0.001,1e-08,0.4,100,16,-1,1,2
73.938,74.028,57.142,60.455,55.531,55.903,0.001,1e-08,0.3,100,16,-1,5,1
69.889,69.462,58.537,58.475,56.125,55.453,0.001,1e-08,0.4,100,16,-1,4,1
63.262,71.641,56.707,59.214,55.595,54.62,0.001,1e-08,0.4,100,16,-1,4,2
71.235,74.677,55.766,59.812,55.766,56.459,0.001,1e-08,0.4,100,16,-1,3,1
69.61,63.074,55.208,59.918,55.208,57.205,0.001,1e-08,0.5,100,16,-1,2,1
65.633,64.582,54.441,57.573,54.167,57.537,0.001,1e-08,0.5,100,16,-1,2,2
63.126,71.265,56.955,59.11,56.197,55.615,0.001,1e-08,0.5,100,16,-1,1,1
63.884,69.0,57.801,60.04,57.801,58.904,0.001,1e-08,0.5,100,16,-1,5,2
66.866,72.137,55.457,59.993,54.872,58.884,0.001,1e-08,0.5,100,16,-1,5,1
69.088,67.464,56.69,60.551,55.952,57.499,0.001,1e-08,0.5,100,16,-1,4,1
71.235,70.602,55.894,61.404,55.643,55.551,0.001,1e-08,0.1,100,16,-1,3,3
66.359,75.416,56.03,60.524,56.03,54.756,0.001,1e-08,0.1,100,16,-1,3,2
71.058,71.24,57.006,59.765,57.006,57.255,0.001,1e-08,0.1,100,16,-1,2,2
64.525,65.543,56.737,61.374,56.737,59.232,0.001,1e-08,0.2,100,16,-1,1,3
70.874,69.716,57.141,58.56,56.396,58.542,0.001,1e-08,0.2,100,16,-1,1,2
73.88,72.73,57.027,60.208,57.027,55.855,0.001,1e-08,0.1,100,16,-1,5,2
71.388,72.524,57.559,60.405,57.559,57.127,0.001,1e-08,0.2,100,16,-1,4,3
70.166,74.916,56.647,59.607,56.186,56.656,0.001,1e-08,0.2,100,16,-1,4,2
72.005,72.505,56.282,61.435,56.282,57.968,0.001,1e-08,0.2,100,16,-1,3,2
71.646,69.755,56.074,60.46,56.074,55.112,0.001,1e-08,0.3,100,16,-1,2,3
73.403,70.91,56.296,59.684,56.296,54.827,0.001,1e-08,0.3,100,16,-1,2,2
64.752,76.826,55.52,60.444,55.348,58.158,0.001,1e-08,0.3,100,16,-1,1,2
69.57,75.074,56.936,61.845,56.209,55.722,0.001,1e-08,0.3,100,16,-1,5,3
70.467,74.485,57.131,61.424,56.411,56.397,0.001,1e-08,0.3,100,16,-1,5,2
69.29,72.666,57.595,61.492,57.488,53.822,0.001,1e-08,0.3,100,16,-1,4,2
65.629,67.812,55.304,60.245,53.828,59.514,0.001,1e-08,0.4,100,16,-1,3,3
68.679,71.227,55.542,60.476,55.542,58.252,0.001,1e-08,0.4,100,16,-1,3,2
65.871,69.867,56.926,58.611,56.615,57.05,0.001,1e-08,0.4,100,16,-1,2,2
56.522,69.894,52.25,58.676,49.186,55.45,0.001,1e-08,0.5,100,16,-1,1,3
59.349,69.829,52.608,58.704,51.756,56.956,0.001,1e-08,0.5,100,16,-1,1,2
71.266,71.831,56.774,60.295,56.675,59.012,0.001,1e-08,0.4,100,16,-1,5,2
64.056,74.235,55.931,60.266,55.931,53.101,0.001,1e-08,0.5,100,16,-1,4,3
68.47,70.357,55.586,58.932,54.558,55.798,0.001,1e-08,0.5,100,16,-1,4,2
70.068,69.637,56.795,62.237,56.795,56.366,0.001,1e-08,0.1,100,16,-1,2,4
66.56,71.736,55.511,59.791,54.869,56.198,0.001,1e-08,0.5,100,16,-1,3,2
72.064,71.621,56.542,59.585,56.542,58.804,0.001,1e-08,0.1,100,16,-1,2,3
68.45,76.231,56.807,60.376,56.807,56.943,0.001,1e-08,0.1,100,16,-1,1,3
72.913,73.643,57.304,60.835,57.304,57.716,0.001,1e-08,0.1,100,16,-1,5,4
71.324,72.937,56.276,60.52,56.276,57.175,0.001,1e-08,0.1,100,16,-1,5,3
67.895,67.761,56.184,60.517,56.184,57.902,0.001,1e-08,0.2,100,16,-1,3,4
65.201,76.561,57.872,60.792,57.872,54.108,0.001,1e-08,0.1,100,16,-1,4,3
70.576,67.617,55.892,60.664,54.536,56.56,0.001,1e-08,0.2,100,16,-1,3,3
65.431,73.564,56.895,59.241,56.895,56.914,0.001,1e-08,0.3,100,16,-1,1,4
69.435,72.734,57.096,60.486,56.496,56.07,0.001,1e-08,0.2,100,16,-1,2,3
64.92,72.353,56.774,60.895,56.232,57.768,0.001,1e-08,0.3,100,16,-1,1,3
68.184,72.692,56.186,60.419,55.806,55.693,0.001,1e-08,0.3,100,16,-1,4,4
68.75,77.404,58.855,60.674,55.88,55.186,0.001,1e-08,0.2,100,16,-1,5,3
65.565,73.099,57.887,59.551,57.887,53.742,0.001,1e-08,0.4,100,16,-1,2,4
70.962,69.912,56.595,60.468,56.595,55.912,0.001,1e-08,0.3,100,16,-1,4,3
71.75,70.419,57.448,61.075,57.448,57.321,0.001,1e-08,0.3,100,16,-1,3,3
69.02,70.082,56.852,59.693,56.852,57.809,0.001,1e-08,0.4,100,16,-1,2,3
64.835,59.492,55.649,60.661,55.044,58.348,0.001,1e-08,0.4,100,16,-1,5,4
69.168,72.107,55.518,59.837,55.498,57.828,0.001,1e-08,0.4,100,16,-1,1,3
62.131,72.013,53.642,60.759,53.259,59.276,0.001,1e-08,0.5,100,16,-1,3,4
74.497,71.197,56.452,59.864,56.452,57.509,0.001,1e-08,0.4,100,16,-1,5,3
66.28,69.802,57.229,59.558,57.229,54.917,0.001,1e-08,0.4,100,16,-1,4,3
63.808,69.472,55.024,59.629,54.833,56.33,0.001,1e-08,0.1,100,16,-1,1,5
68.571,70.722,54.462,58.672,54.07,57.167,0.001,1e-08,0.5,100,16,-1,3,3
63.246,71.504,54.978,60.093,54.866,57.003,0.001,1e-08,0.5,100,16,-1,2,3
70.182,73.313,58.554,60.241,58.554,55.034,0.001,1e-08,0.1,100,16,-1,4,5
66.793,72.108,55.438,59.049,54.393,57.317,0.001,1e-08,0.1,100,16,-1,1,4
64.629,71.308,56.371,60.372,55.688,59.636,0.001,1e-08,0.5,100,16,-1,5,3
67.708,70.094,56.394,59.751,55.825,57.773,0.001,1e-08,0.2,100,16,-1,2,5
73.803,73.866,57.021,61.348,56.635,54.718,0.001,1e-08,0.1,100,16,-1,4,4
71.526,70.9,55.311,60.592,55.265,58.917,0.001,1e-08,0.1,100,16,-1,3,4
70.288,71.458,56.138,60.092,56.138,57.653,0.001,1e-08,0.2,100,16,-1,5,5
68.549,71.008,57.199,59.458,56.341,56.432,0.001,1e-08,0.2,100,16,-1,2,4
63.75,71.01,55.841,59.965,55.841,56.857,0.001,1e-08,0.2,100,16,-1,1,4
71.106,70.01,57.168,59.753,57.168,56.943,0.001,1e-08,0.3,100,16,-1,3,5
69.396,72.094,56.167,60.795,56.167,57.552,0.001,1e-08,0.2,100,16,-1,5,4
71.306,72.596,57.792,59.702,57.792,56.593,0.001,1e-08,0.2,100,16,-1,4,4
60.891,69.368,54.801,58.796,54.651,57.634,0.001,1e-08,0.4,100,16,-1,1,5
67.106,68.586,57.622,60.471,57.622,56.425,0.001,1e-08,0.3,100,16,-1,3,4
70.621,66.864,56.06,59.278,56.06,59.142,0.001,1e-08,0.3,100,16,-1,2,4
66.69,72.514,55.968,59.553,54.97,55.34,0.001,1e-08,0.4,100,16,-1,4,5
61.827,72.807,54.452,57.508,53.684,54.012,0.001,1e-08,0.4,100,16,-1,1,4
71.183,73.455,56.928,60.647,56.928,56.359,0.001,1e-08,0.3,100,16,-1,5,4
61.481,71.005,50.629,56.393,50.141,56.393,0.001,1e-08,0.5,100,16,-1,2,5
70.73,69.981,56.514,60.552,56.206,55.325,0.001,1e-08,0.4,100,16,-1,4,4
60.898,65.468,55.684,59.098,55.373,57.254,0.001,1e-08,0.5,100,16,-1,5,5
66.59,71.676,55.838,59.789,55.838,57.357,0.001,1e-08,0.4,100,16,-1,3,4
62.068,73.324,53.323,58.302,53.323,57.129,0.001,1e-08,0.5,100,16,-1,2,4
60.633,70.242,47.997,58.774,47.241,56.424,0.001,1e-08,0.5,100,16,-1,1,4
65.784,32.31,54.933,60.966,54.872,60.036,0.001,1e-08,0.1,128,16,-1,3,1
62.037,73.605,55.332,59.059,55.332,57.654,0.001,1e-08,0.5,100,16,-1,5,4
71.401,69.038,55.961,60.613,55.961,60.301,0.001,1e-08,0.2,128,16,-1,1,1
66.869,71.197,53.689,60.04,53.689,57.264,0.001,1e-08,0.5,100,16,-1,4,4
68.349,66.725,55.932,60.011,55.843,57.221,0.001,1e-08,0.1,100,16,-1,3,5
68.056,53.34,55.667,60.317,55.667,60.317,0.001,1e-08,0.2,128,16,-1,4,1
65.905,68.883,56.195,60.041,56.163,58.474,0.001,1e-08,0.1,100,16,-1,2,5
62.667,70.449,56.793,59.786,56.793,58.113,0.001,1e-08,0.2,100,16,-1,1,5
70.384,72.06,55.922,60.35,55.922,58.519,0.001,1e-08,0.3,128,16,-1,2,1
72.706,72.087,58.242,60.038,56.278,54.507,0.001,1e-08,0.1,100,16,-1,5,5
64.127,68.139,56.998,59.763,56.998,56.998,0.001,1e-08,0.2,100,16,-1,4,5
69.721,32.31,57.097,60.507,56.465,60.412,0.001,1e-08,0.3,128,16,-1,5,1
66.646,74.861,57.281,59.409,56.527,56.429,0.001,1e-08,0.2,100,16,-1,3,5
70.068,73.635,55.065,60.391,53.843,55.746,0.001,1e-08,0.3,100,16,-1,2,5
63.837,68.653,55.683,60.484,55.683,60.484,0.001,1e-08,0.4,128,16,-1,3,1
64.995,71.842,55.768,59.941,55.347,54.563,0.001,1e-08,0.3,100,16,-1,1,5
66.21,68.336,52.769,59.433,52.669,58.829,0.001,1e-08,0.5,128,16,-1,1,1
73.556,74.698,56.795,60.617,55.533,57.801,0.001,1e-08,0.3,100,16,-1,5,5
68.317,76.097,57.084,60.826,55.612,58.693,0.001,1e-08,0.3,100,16,-1,4,5
66.081,72.673,55.444,59.925,53.976,57.816,0.001,1e-08,0.5,128,16,-1,4,1
66.735,72.665,55.711,61.147,55.711,57.519,0.001,1e-08,0.4,100,16,-1,3,5
65.027,69.39,55.544,59.568,55.544,55.472,0.001,1e-08,0.4,100,16,-1,2,5
67.51,69.6,57.235,60.474,55.376,59.858,0.001,1e-08,0.1,128,16,-1,2,2
61.047,69.276,49.017,59.739,48.427,59.739,0.001,1e-08,0.5,100,16,-1,1,5
72.966,71.089,55.86,60.995,55.86,57.701,0.001,1e-08,0.4,100,16,-1,5,5
66.303,51.418,58.268,60.146,58.268,58.948,0.001,1e-08,0.1,128,16,-1,5,2
63.866,73.375,51.854,59.253,50.829,57.958,0.001,1e-08,0.5,100,16,-1,4,5
59.043,74.824,52.651,59.183,51.447,54.061,0.001,1e-08,0.5,100,16,-1,3,5
68.768,69.841,58.108,61.655,58.108,61.655,0.001,1e-08,0.2,128,16,-1,3,2
67.112,72.561,57.242,60.472,55.196,60.124,0.001,1e-08,0.1,128,16,-1,2,1
66.228,72.152,54.489,60.514,54.489,58.738,0.001,1e-08,0.1,128,16,-1,1,1
67.904,73.036,54.573,60.73,54.573,58.803,0.001,1e-08,0.3,128,16,-1,1,2
67.001,71.33,56.711,60.041,56.711,59.71,0.001,1e-08,0.1,128,16,-1,5,1
68.86,70.931,55.834,60.46,55.516,59.839,0.001,1e-08,0.1,128,16,-1,4,1
66.323,72.866,56.567,60.773,56.567,57.721,0.001,1e-08,0.3,128,16,-1,4,2
70.175,71.624,56.235,61.096,55.847,59.21,0.001,1e-08,0.2,128,16,-1,3,1
67.117,70.507,55.514,60.237,53.274,59.426,0.001,1e-08,0.2,128,16,-1,2,1
65.648,73.09,54.928,60.241,54.632,58.305,0.001,1e-08,0.4,128,16,-1,2,2
69.627,40.724,55.036,60.299,54.356,60.299,0.001,1e-08,0.3,128,16,-1,1,1
68.189,73.487,58.61,60.692,56.931,58.274,0.001,1e-08,0.2,128,16,-1,5,1
69.968,65.164,54.842,60.488,54.842,58.855,0.001,1e-08,0.4,128,16,-1,5,2
67.32,71.01,56.609,60.197,56.609,59.48,0.001,1e-08,0.3,128,16,-1,4,1
71.68,70.434,57.41,60.704,55.353,59.53,0.001,1e-08,0.3,128,16,-1,3,1
65.246,69.511,53.501,59.967,52.31,58.811,0.001,1e-08,0.5,128,16,-1,3,2
55.477,69.238,53.672,60.702,52.546,59.369,0.001,1e-08,0.4,128,16,-1,2,1
68.343,45.809,55.313,59.57,53.814,59.57,0.001,1e-08,0.1,128,16,-1,1,3
67.944,68.113,54.292,59.897,53.91,59.462,0.001,1e-08,0.4,128,16,-1,1,1
68.329,67.103,55.533,59.912,55.533,59.793,0.001,1e-08,0.4,128,16,-1,5,1
71.264,72.518,53.755,59.693,53.755,59.183,0.001,1e-08,0.1,128,16,-1,4,3
72.972,68.45,56.138,60.568,54.43,60.568,0.001,1e-08,0.4,128,16,-1,4,1
64.426,71.2,54.807,59.9,54.367,58.995,0.001,1e-08,0.5,128,16,-1,3,1
68.571,75.039,55.227,59.964,55.227,58.125,0.001,1e-08,0.2,128,16,-1,2,3
63.193,66.872,53.13,60.033,53.13,59.256,0.001,1e-08,0.5,128,16,-1,2,1
70.143,60.438,54.573,60.923,54.083,59.288,0.001,1e-08,0.1,128,16,-1,1,2
67.879,69.511,55.554,60.643,55.554,59.271,0.001,1e-08,0.2,128,16,-1,5,3
60.889,68.515,54.074,58.843,54.074,58.265,0.001,1e-08,0.5,128,16,-1,5,1
65.714,69.845,55.653,60.02,55.653,58.766,0.001,1e-08,0.1,128,16,-1,4,2
69.293,69.665,55.85,59.944,55.85,59.119,0.001,1e-08,0.3,128,16,-1,3,3
70.008,72.774,54.927,60.498,54.927,57.927,0.001,1e-08,0.1,128,16,-1,3,2
63.412,71.885,53.913,60.722,53.913,59.363,0.001,1e-08,0.4,128,16,-1,1,3
70.211,40.837,55.362,60.339,55.058,59.219,0.001,1e-08,0.2,128,16,-1,2,2
65.833,55.426,56.985,59.571,56.985,59.319,0.001,1e-08,0.2,128,16,-1,1,2
65.67,69.63,55.475,60.755,54.924,60.755,0.001,1e-08,0.4,128,16,-1,4,3
66.026,69.874,57.452,59.584,57.452,59.552,0.001,1e-08,0.2,128,16,-1,5,2
72.711,71.414,56.792,60.447,53.374,60.074,0.001,1e-08,0.2,128,16,-1,4,2
62.131,69.985,49.686,60.12,49.646,58.425,0.001,1e-08,0.5,128,16,-1,2,3
67.224,67.852,56.829,60.732,56.447,58.87,0.001,1e-08,0.3,128,16,-1,3,2
64.912,68.817,53.58,59.385,53.367,58.552,0.001,1e-08,0.3,128,16,-1,2,2
66.667,73.735,51.492,60.379,50.959,58.539,0.001,1e-08,0.5,128,16,-1,5,3
67.824,66.828,54.994,60.143,52.917,59.426,0.001,1e-08,0.4,128,16,-1,1,2
70.37,71.552,56.274,60.202,56.274,59.595,0.001,1e-08,0.3,128,16,-1,5,2
73.653,73.112,54.353,60.695,53.809,60.695,0.001,1e-08,0.1,128,16,-1,3,4
66.062,70.118,55.184,60.564,55.184,59.713,0.001,1e-08,0.4,128,16,-1,4,2
67.794,71.166,55.959,60.602,55.503,59.949,0.001,1e-08,0.2,128,16,-1,1,4
69.76,70.956,55.92,59.2,54.6,58.778,0.001,1e-08,0.4,128,16,-1,3,2
63.522,61.22,52.242,59.835,52.242,59.246,0.001,1e-08,0.5,128,16,-1,2,2
67.784,73.023,56.373,60.524,56.373,58.994,0.001,1e-08,0.2,128,16,-1,4,4
59.495,72.466,51.103,59.819,49.642,57.132,0.001,1e-08,0.5,128,16,-1,1,2
65.763,51.969,52.608,60.202,51.866,58.096,0.001,1e-08,0.5,128,16,-1,5,2
66.194,73.299,55.025,59.121,55.025,57.504,0.001,1e-08,0.3,128,16,-1,2,4
67.646,67.325,55.205,60.068,54.172,59.0,0.001,1e-08,0.5,128,16,-1,4,2
67.846,74.984,55.573,61.195,54.682,57.638,0.001,1e-08,0.1,128,16,-1,3,3
68.626,61.079,55.847,60.38,55.847,60.38,0.001,1e-08,0.3,128,16,-1,5,4
69.334,68.602,55.809,61.544,55.809,60.309,0.001,1e-08,0.1,128,16,-1,2,3
69.245,73.12,55.314,61.503,52.371,60.502,0.001,1e-08,0.2,128,16,-1,1,3
63.898,73.468,55.995,59.104,55.995,58.277,0.001,1e-08,0.4,128,16,-1,3,4
67.509,43.374,55.879,60.099,55.879,58.103,0.001,1e-08,0.1,128,16,-1,5,3
68.468,73.419,55.866,60.739,55.866,60.739,0.001,1e-08,0.2,128,16,-1,4,3
52.542,73.357,49.252,60.141,49.152,58.467,0.001,1e-08,0.5,128,16,-1,1,4
67.618,70.772,56.909,60.074,56.909,58.772,0.001,1e-08,0.2,128,16,-1,3,3
60.755,73.728,54.18,59.717,54.18,57.604,0.001,1e-08,0.3,128,16,-1,2,3
69.697,71.711,54.329,59.349,53.386,58.729,0.001,1e-08,0.5,128,16,-1,4,4
69.471,67.015,53.707,59.326,53.707,59.238,0.001,1e-08,0.3,128,16,-1,1,3
68.745,68.786,55.531,60.519,55.531,58.877,0.001,1e-08,0.1,128,16,-1,2,5
68.92,66.695,56.009,60.364,55.068,59.474,0.001,1e-08,0.3,128,16,-1,5,3
67.181,74.949,55.53,60.653,55.53,58.791,0.001,1e-08,0.3,128,16,-1,4,3
67.571,71.861,56.202,60.498,55.087,58.091,0.001,1e-08,0.1,128,16,-1,5,5
67.211,71.424,54.787,60.74,54.787,57.908,0.001,1e-08,0.4,128,16,-1,3,3
62.856,65.593,54.734,60.511,54.734,59.883,0.001,1e-08,0.4,128,16,-1,2,3
69.396,70.36,54.843,60.07,54.843,59.347,0.001,1e-08,0.2,128,16,-1,3,5
63.455,71.85,50.371,59.444,48.453,59.153,0.001,1e-08,0.5,128,16,-1,1,3
66.633,72.18,54.811,60.44,54.252,58.168,0.001,1e-08,0.4,128,16,-1,5,3
68.26,63.524,54.466,59.943,54.466,58.858,0.001,1e-08,0.3,128,16,-1,1,5
60.787,71.783,54.814,59.564,54.814,57.815,0.001,1e-08,0.5,128,16,-1,4,3
69.44,69.458,56.286,60.183,56.286,59.291,0.001,1e-08,0.3,128,16,-1,4,5
61.667,72.465,54.486,60.038,53.359,58.297,0.001,1e-08,0.5,128,16,-1,3,3
65.523,70.253,54.896,60.666,54.896,58.144,0.001,1e-08,0.1,128,16,-1,2,4
66.037,74.024,53.422,60.621,53.422,56.31,0.001,1e-08,0.4,128,16,-1,2,5
68.252,71.316,55.767,60.273,55.767,60.273,0.001,1e-08,0.1,128,16,-1,1,4
66.812,71.094,55.322,60.55,54.073,59.402,0.001,1e-08,0.1,128,16,-1,5,4
65.165,73.027,55.189,60.713,54.78,56.943,0.001,1e-08,0.4,128,16,-1,5,5
67.993,62.877,55.143,60.941,52.808,58.866,0.001,1e-08,0.1,128,16,-1,4,4
72.139,71.361,56.876,60.147,55.038,60.147,0.001,1e-08,0.2,128,16,-1,3,4
63.814,73.7,50.52,60.415,50.52,56.375,0.001,1e-08,0.5,128,16,-1,3,5
68.343,60.615,55.123,59.453,55.123,59.323,0.001,1e-08,0.2,128,16,-1,2,4
67.837,70.827,54.848,61.204,54.848,60.8,0.001,1e-08,0.3,128,16,-1,1,4
69.205,71.123,55.564,60.726,55.564,60.008,0.001,1e-08,0.1,256,16,-1,1,1
65.842,74.701,55.365,61.276,55.326,58.14,0.001,1e-08,0.2,128,16,-1,5,4
66.187,71.65,54.753,59.635,54.753,58.829,0.001,1e-08,0.3,128,16,-1,4,4
68.139,54.574,58.294,61.197,58.294,59.715,0.001,1e-08,0.1,256,16,-1,4,1
64.438,70.521,56.052,60.637,53.61,59.109,0.001,1e-08,0.3,128,16,-1,3,4
53.573,68.102,54.786,59.991,53.308,58.567,0.001,1e-08,0.4,128,16,-1,2,4
68.969,69.815,56.151,61.004,54.327,60.045,0.001,1e-08,0.2,256,16,-1,2,1
62.328,72.66,53.336,59.798,53.336,58.469,0.001,1e-08,0.4,128,16,-1,1,4
66.646,71.587,54.435,61.528,54.435,59.438,0.001,1e-08,0.4,128,16,-1,5,4
67.083,65.031,57.186,60.967,57.186,58.865,0.001,1e-08,0.2,256,16,-1,5,1
65.378,65.636,54.887,60.593,54.887,59.538,0.001,1e-08,0.4,128,16,-1,4,4
60.775,71.985,51.616,60.012,50.085,59.601,0.001,1e-08,0.5,128,16,-1,3,4
63.25,71.669,56.44,60.781,56.354,60.084,0.001,1e-08,0.3,256,16,-1,3,1
65.144,74.808,50.429,60.203,50.429,57.583,0.001,1e-08,0.5,128,16,-1,2,4
68.891,69.891,55.871,61.593,53.448,58.382,0.001,1e-08,0.1,128,16,-1,1,5
58.722,72.013,56.482,60.295,55.029,57.353,0.001,1e-08,0.4,256,16,-1,1,1
65.714,72.238,50.443,59.754,50.443,58.768,0.001,1e-08,0.5,128,16,-1,5,4
70.37,72.931,54.975,61.073,54.975,59.465,0.001,1e-08,0.4,256,16,-1,4,1
66.361,71.248,54.491,61.494,53.721,58.945,0.001,1e-08,0.1,128,16,-1,4,5
70.571,67.753,55.398,61.422,53.507,59.463,0.001,1e-08,0.1,128,16,-1,3,5
62.653,71.14,57.233,61.793,54.211,56.598,0.001,1e-08,0.5,256,16,-1,2,1
70.927,70.224,54.925,59.399,54.925,57.332,0.001,1e-08,0.2,128,16,-1,2,5
67.837,47.606,55.338,59.691,55.338,59.07,0.001,1e-08,0.2,128,16,-1,1,5
64.912,72.426,57.048,60.898,55.392,56.596,0.001,1e-08,0.5,256,16,-1,5,1
66.154,73.884,55.949,61.847,55.949,59.138,0.001,1e-08,0.2,128,16,-1,5,5
69.841,71.866,54.663,60.577,54.505,59.512,0.001,1e-08,0.2,128,16,-1,4,5
68.328,46.596,57.027,60.957,54.461,59.542,0.001,1e-08,0.1,256,16,-1,3,2
70.883,71.781,54.793,60.869,54.793,58.989,0.001,1e-08,0.3,128,16,-1,3,5
68.927,72.79,55.741,59.749,55.741,57.195,0.001,1e-08,0.3,128,16,-1,2,5
60.281,73.872,54.734,60.293,53.851,58.013,0.001,1e-08,0.2,256,16,-1,1,2
64.595,69.163,50.657,60.865,50.657,60.865,0.001,1e-08,0.4,128,16,-1,1,5
63.492,74.241,56.77,61.049,56.77,60.533,0.001,1e-08,0.2,256,16,-1,4,2
65.38,72.655,56.513,60.987,56.513,58.364,0.001,1e-08,0.3,128,16,-1,5,5
72.964,72.523,55.862,59.731,55.862,59.731,0.001,1e-08,0.4,128,16,-1,4,5
66.728,73.611,55.707,61.318,55.001,60.238,0.001,1e-08,0.3,256,16,-1,2,2
66.343,71.53,54.219,60.484,54.219,58.351,0.001,1e-08,0.4,128,16,-1,3,5
59.148,72.195,52.98,60.737,52.98,59.138,0.001,1e-08,0.5,128,16,-1,2,5
65.659,69.869,55.508,61.472,55.508,60.098,0.001,1e-08,0.3,256,16,-1,5,2
52.951,74.394,48.935,59.481,46.538,58.504,0.001,1e-08,0.5,128,16,-1,1,5
57.24,72.167,51.031,59.504,50.866,57.192,0.001,1e-08,0.5,128,16,-1,5,5
63.06,72.885,57.581,61.657,56.533,59.206,0.001,1e-08,0.4,256,16,-1,3,2
64.955,72.486,51.399,59.269,51.196,57.229,0.001,1e-08,0.5,128,16,-1,4,5
70.326,71.239,56.023,60.552,56.023,59.729,0.001,1e-08,0.1,256,16,-1,3,1
68.525,73.686,53.243,61.526,53.243,58.589,0.001,1e-08,0.5,256,16,-1,1,2
69.396,72.37,55.189,60.748,55.189,58.362,0.001,1e-08,0.1,256,16,-1,2,1
67.283,72.748,54.542,61.557,54.514,57.578,0.001,1e-08,0.2,256,16,-1,1,1
64.556,71.518,55.596,61.936,54.193,59.18,0.001,1e-08,0.5,256,16,-1,4,2
68.75,65.316,54.764,60.476,54.529,59.704,0.001,1e-08,0.1,256,16,-1,5,1
69.81,73.116,56.029,60.679,56.029,59.302,0.001,1e-08,0.2,256,16,-1,4,1
65.154,71.986,55.67,61.837,55.67,59.695,0.001,1e-08,0.1,256,16,-1,2,3
65.217,43.731,55.885,62.115,55.885,60.064,0.001,1e-08,0.2,256,16,-1,3,1
71.046,70.885,56.377,60.941,54.95,60.332,0.001,1e-08,0.3,256,16,-1,2,1
69.029,67.663,56.145,61.04,54.678,59.105,0.001,1e-08,0.1,256,16,-1,5,3
61.891,74.902,56.795,60.69,55.143,57.537,0.001,1e-08,0.3,256,16,-1,1,1
69.681,74.361,56.086,61.248,55.282,60.41,0.001,1e-08,0.2,256,16,-1,3,3
67.611,73.078,56.27,61.461,54.921,61.461,0.001,1e-08,0.3,256,16,-1,5,1
62.987,70.495,55.529,60.737,53.883,59.752,0.001,1e-08,0.3,256,16,-1,4,1
66.128,69.343,54.899,60.154,54.899,59.499,0.001,1e-08,0.3,256,16,-1,1,3
67.451,72.709,56.676,61.535,55.23,60.886,0.001,1e-08,0.4,256,16,-1,3,1
69.231,37.995,56.578,60.739,56.578,59.882,0.001,1e-08,0.4,256,16,-1,2,1
70.883,70.346,57.826,61.176,57.826,59.447,0.001,1e-08,0.3,256,16,-1,4,3
67.1,75.296,56.224,60.514,55.81,55.703,0.001,1e-08,0.5,256,16,-1,1,1
69.755,72.134,56.282,62.289,55.819,59.56,0.001,1e-08,0.4,256,16,-1,2,3
65.016,71.494,55.092,61.053,54.049,60.144,0.001,1e-08,0.4,256,16,-1,5,1
67.626,43.554,55.677,60.839,54.753,59.959,0.001,1e-08,0.5,256,16,-1,4,1
63.042,71.034,56.457,60.45,56.457,60.376,0.001,1e-08,0.4,256,16,-1,5,3
68.927,74.138,56.545,60.158,56.164,56.715,0.001,1e-08,0.5,256,16,-1,3,1
67.139,70.786,56.167,60.513,55.422,59.416,0.001,1e-08,0.1,256,16,-1,2,2
63.978,68.81,54.565,61.138,54.565,60.056,0.001,1e-08,0.5,256,16,-1,3,3
62.027,71.81,54.282,61.903,53.788,58.333,0.001,1e-08,0.1,256,16,-1,1,2
69.416,52.495,54.619,60.708,53.51,59.45,0.001,1e-08,0.1,256,16,-1,5,2
